product_group,name,product_url,image_url,short_description,description,sku,sku_name,sku_url,sku_image_url,sku_description,ccids,category_breadcrumbs,price,final_price,is_active,product_type,set_skus,bundle_skus,stock_quantity,stock_unit,sku_sequence,add_to_cart,quick_view or quick_look ,search_keywords,additional_image_urls,additional_sku_image_urls,promotion_flag,save_off,brand,brand_code,mobile_product_url,mobile_image_url,mobile_sku_url,mobile_sku_image_url,color,color_display_name,color_rgb,size,review_rating,review_count,review_link,margin,rankby1,rankby2,map_message,dyn_attrs,dyn_attrs_numeric,release_date,expiration_date
PSPCCFP,CenterCycle Foot Pump,/shop/products/centercycle-foot-pump,https://playsummit.sitecoresandbox.cloud/api/public/content/04865b1306594b64858e8218ea5769ec?v=a73b8009,Universal foot pump with pressure indicator bars and a needle pressure gauge,"The new generation of BTP-1 Bike Pump is the perfect choice to inflate tires on bicycles, hybrid bikes, city bikes or even baby strollers and wheelchairs. The BTP-1 Bike Pump is equipped with a pressure indicator in bars and PSI (needle pressure gauge). It's designed for mountain bike tires with maximum pressure 8 bars / 116 PSI. Clip connection.",PSPCCFP,,,,,PSACEM,,24.99,24.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCCHVA,CenterCycle Connection Hose and Valve Adapters,/shop/products/centercycle-connection-hose-and-valve-adapters,https://playsummit.sitecoresandbox.cloud/api/public/content/61017f2e758f4aa68326d11326dea390?v=e79f74f9,Connection Hose and Valve Adapters is a kit that adapts to all types of valves. ,"The Connection Hose and Valve Adapters kit has all the adapters you need to make your pump work with a wide variety of valves. The kit includes:
- A universal adapter that fits Schrader, Presta, Dunlop, Woods and most other types of valves
- A tough vinyl hose that's long enough for many pumps
- An extension hose for those hard-to-reach valves",PSPCCCHVA,,,,,PSACEM,,6.99,6.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCWBBC,CenterCycle Wire Bike Bottle Cage,/shop/products/centercycle-wire-bike-bottle-cage,https://playsummit.sitecoresandbox.cloud/api/public/content/5dc5d0bf6d15460f8f452bc964121d05?v=008faef4,Easily attach your water bottle to your bike frame,This bike bottle cage is a water bottle holder designed to attach to the bike frame. It has rubber parts that prevent slipping and can be easily adjusted to fit different diameter of bottles.,PSPCCWBBC,,,,,PSACE,,6.99,6.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCCCBC,CenterCycle Carbon Cycling Bottle Cage,/shop/products/centercycle-carbon-cycling-bottle-cage,https://playsummit.sitecoresandbox.cloud/api/public/content/ed2e5f0e89c946f09947124551ac9806?v=3e462805,This bottle cage is ideal for cyclists seeking high performance.,It securely holds the cycling water bottle thanks to a carbon-fiber contruction. Lightweight (0.9 oz.) and very sturdy. Compatible with bicycles with bottle cage screws. Very sturdy carbon-fiber contruction.,PSPCCCCBC,,,,,PSACE,,34.99,34.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCSB,CenterCycle Saddle Bag,/shop/products/centercycle-saddle-bag,https://playsummit.sitecoresandbox.cloud/api/public/content/8dda9d649e534c2cb5fba0f85401d7c5?v=9a9df4d7,This bag is designed to transport small personal items and bike repair supplies.,"The bike saddle bag is designed for transporting small personal items and bike repair supplies when cycling. It is designed to be secured to the top tube of a bicycle frame via Velcro straps, and features a waterproof main compartment with drawstring closure, as well as three additional pockets.",PSPCCSB,,,,,PSACE,,14.99,14.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCBHB,CenterCycle Bike Handlebar Bag,/shop/products/centercycle-bike-handlebar-bag,https://playsummit.sitecoresandbox.cloud/api/public/content/2e52d2a312f24ad3850b617cc9cdc3c7?v=07a0140f,"Easily access your belongings while seated on the bike, thanks to this bag that fits on all types of handlebars.","With this handlebar bag, you need not worry about leaving your things behind while riding. The bag has a capacity of 2.5 L. It can hold a pump, tools and other personal items. It can easily be attached to many types of handlebars using rip-tabs. ",PSPCCBHB,,,,,PSACE,,19.99,19.99,,,,,,,,,,,https://playsummit.sitecoresandbox.cloud/api/public/content/f77d4143e8b648cf84cc31ceeb19b93b?v=455db984 | https://playsummit.sitecoresandbox.cloud/api/public/content/d05637452c5d4cc39267f6adb4731950?v=236fc370,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCPGS,CenterCycle Protective Gear Set,/shop/products/centercycle-protective-gear-set,https://playsummit.sitecoresandbox.cloud/api/public/content/553d5ec19c8743cf9510f20674413b30?v=56690b0b,Comfort and protection for your cycling safety.,The shells are made of ABS material with foam reinforcement but also feature a flexible and full-coverage fabric construction with additional ventilated mesh. An elasticized rip-tab system allows for easy sizing. The elbows and knees have stretch sleeves for a perfect fit.,PSPCCPGS,,,,,PSACC,,24.99,24.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCBB,CenterCycle Bike Bell,/shop/products/centercycle-bike-bell,https://playsummit.sitecoresandbox.cloud/api/public/content/e206691bee754c24bd717eca49216045?v=5b175cf4,"Featuring great sound and a flash of color, this is an essential bike bell.","In order to ensure your safety, we developed this bell. Aluminum dome produces a powerful, clear sound. Only compatible with 22.2 mm handlebars (one of the most common). Quick and easy assembly and disassembly with a screwdriver.",PSPCCBB,,,,,PSACES,,5.99,5.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCWC,CenterCycle Wireless Cyclometer,/shop/products/centercycle-wireless-cyclometer,https://playsummit.sitecoresandbox.cloud/api/public/content/396669f8b0dc4aa8bb7c07f7d82334cc?v=7d0e1a4a,"Easy to install, it uses a magnet-free sensor mounted on the wheel hub.","Our engineers have designed the cyclometer for cyclists looking for a simple, reliable cyclometer that can measure their speed, distance, time, temperature, and route. It mounts easily to your wheel hub, and the magnet-free sensor is easy to install. There are three easy-to-use buttons and a simple, intuitive user interface. Backlit figures and the case is water-resistant, so it's easy to see, even in the dark. A sensor can be attached to the back wheel to use it with a turbo trainer.",PSPCCWC,,,,,PSACEE|PSEWS,,39.99,39.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCWSH,CenterCycle Waterproof Smartphone Holder,/shop/products/centercycle-waterproof-smartphone-holder,https://playsummit.sitecoresandbox.cloud/api/public/content/68fff1e2ae0a48cba5744645f67906f2?v=37f04e35,Making sure your smartphone is protected whenever you are on your bike.,"The case provides waterproof protection for your smartphone while riding your bike. It is easy to mount on either the stem or handlebar. The case measures from 2 to 3.5 inches and the maximum phone measurements are 5.5"" x 2.7"" x 0.3"".",PSPCCWSH,,,,,PSACE,,29.99,29.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCSBPC,CenterCycle Single Bike Protective Cover,/shop/products/centercycle-single-bike-protective-cover,https://playsummit.sitecoresandbox.cloud/api/public/content/34e85d60e46d4f978a01849a685a79e8?v=04f50345,Keeping your bicycle protected from the elements and from prying eyes.,"A practical, compact, plain bike cover, easy to put over your bike (elastic bands along the hem). Compatible with all bikes (without a child seat). Keeps your bike clean from dust and light rain. Made of durable material.",PSPCCSBPC,,,,,PSACE,,34.99,34.99,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCR,CenterCycle Ratchet kit,/shop/products/centercycle-ratchet-kit,https://playsummit.sitecoresandbox.cloud/api/public/content/93cddf874c514d9cb97877b5c6325a14?v=87082758,Small ratchet kit with a bag for your everyday bike travels and repairs.,"Features a fine tooth ratchet mechanism with reverse lever and thumb wheel for quick rotation and control in tight spots and includes hardened steel tools in 2, 2.5, 3, 4, 5, 6, and 8 mm hex, T10, T15, T25 Torx&reg; and #2 Phillips bits, CrMo steel chain tool, two engineering grade polymer tire levers and magnetic bit, holder. * The chain tool is compatible with single and multi-speed chains up to 12 speeds, NOT including hollow pin chains.
",PSPCCR,,,,,PSACEM,,52.95,52.95,,,,,,,,,,,https://playsummit.sitecoresandbox.cloud/api/public/content/1ba56cdbbf274548bcd02be6d256201a?v=df3a0d19 | https://playsummit.sitecoresandbox.cloud/api/public/content/9f0fb90056954afcabc08917f31a3096?v=1b33ab23,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCTP,CenterCycle Travel Pump,/shop/products/centercycle-travel-pump,https://playsummit.sitecoresandbox.cloud/api/public/content/80c5e80fe7324150a0735d58edd7be27?v=07093b14,Small and compact pump for use on go.,"This pump fills both large volume fat bike tires and higher pressure MTB tires, as well as gravel bike tires with ease. Its technology uses both strokes to compress air to deliver high pressure output and saves time and effort. Integrated dust cap keeps pump head clean and thumb lock lever ensures air-tight seal.
",PSPCCTP,,,,,PSACEM,,40,40,,,,,,,,,,,https://playsummit.sitecoresandbox.cloud/api/public/content/38b76d1b7b1f4683afdd3b7782d4df21?v=3317b56a | https://playsummit.sitecoresandbox.cloud/api/public/content/3c4c69a9503044619201bf120db6e3c5?v=839cfe68,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCW,CenterCycle Work stand,/shop/products/centercycle-work-stand,https://playsummit.sitecoresandbox.cloud/api/public/content/6f90ec5b3e8e4afda0724c80d3bd3e64?v=3a6812af,"A compact and lightweight foldable work stand with unique 4-way adjustment and solid base for the home shop, race day, or events.","This holder accepts bikes with quick-release fork or 12 x 100 mm, 15 x 100 / 110 mm, 20 x 110 mm thru-axle forks. The holder height is adjustable between 85 cm - 145 cm. It is foldable thanks to the three QR clamps.The base is made of HD folding 6061-T6 aluminium tubes. The maximum load is 18kg. With a weight of less than 5kg and a compact size when folded it offers great function without taking up too much space. An additinal tool tray and carry bag can be purchased.",PSPCCW,,,,,PSACEM,,269.99,269.99,,,,,,,,,,,https://playsummit.sitecoresandbox.cloud/api/public/content/65de91789d534d88b4bc407606dbb615?v=5df4b281 | https://playsummit.sitecoresandbox.cloud/api/public/content/c59ee2eed8944f029d10e8295969c46c?v=40cc1a24,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCT,CenterCycle Tubyhead,/shop/products/centercycle-tubyhead,https://playsummit.sitecoresandbox.cloud/api/public/content/0125b9d41d104b2ba6b662d113abdd3c?v=18cc2810,Premium solution for inflating tubeless tires.,"CenterCycle Tubyhead&rsquo;s transparent body allows you to see the Presta valve core being removed, and after inflation, reinstalled with no loss of pressure. With the valve core removed, larger air volume is rapidly delivered by a standard floor pump to quickly seat and inflate tubeless tires or other large volume tires.
",PSPCCT,,,,,PSACEM,,45.99,45.99,,,,,,,,,,,https://playsummit.sitecoresandbox.cloud/api/public/content/55d3b79a81eb4018b3a41cfd57aa37be?v=19395b5c,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPCCM,CenterCycle Multitool,/shop/products/centercycle-multitool,https://playsummit.sitecoresandbox.cloud/api/public/content/062d5bd13398452a810ab91ba15ea403?v=cb98ef45,11 function folding tool that can easily handle most repairs. ,"A compact, lightweight 11 function folding tool that can easily handle most repairs. This tool features a chain breaker that allows you to remove chains with ease and it also doubles as a spoke wrench. The Bike Multitool also includes an adjustable wrench, screwdrivers, hex wrenches and more!",PSPCCM,,,,,PSACEM,,25,25,,,,,,,,,,,,,,,CenterCycle,,,,,,,,,,,,,,,,,,,,
PSPGG,Gameday Gym bag,/shop/products/gameday-gym-bag,https://playsummit.sitecoresandbox.cloud/api/public/content/4308973b69a04cbe85e88e58c3b99eb8?v=faa13c62,The gym bag is 35L.,"It comes with 9 compartments: 4 internal compartments and 5 external pockets. The main internal compartment has enough space to keep your shorts, T-shirts, and other belongings, 3 other internal pockets: for storing phone, wallet, keys; The 5 external pockets store shoes, drinking glass, headset, other belongings. The fitness bag is easily put into the gym locker and the luggage of the aircraft.",PSPGG,,,,,PSAFA,,50,50,,,,,,,,,,,https://playsummit.sitecoresandbox.cloud/api/public/content/f25e8dcd0ac14ac0b0fa1f18fe1a8cc8?v=7b15fb8f | https://playsummit.sitecoresandbox.cloud/api/public/content/964f7bde039d41efb6f0108551f1480c?v=4581ddc0,,,,Gameday,,,,,,,,,,,,,,,,,,,,
PSPGSB,Gameday Sports Bottle,/shop/products/gameday-sports-bottle,https://playsummit.sitecoresandbox.cloud/api/public/content/35a6ba142a9940dd862c3acc6591139b?v=6a60ccb1,Suitable for both hot and cold drinks [-10 ℃ ~ 95 ℃].,"Made from the toughest and safest non-toxic BPA-free TRITAN plastic, lid made of food-grade PP material. Contribute to the protection of the environment and save money with the recyclable materials.
",PSPGSB,,,,,PSAFA|PSARA,,5,5,,,,,,,,,,,,,,,Gameday,,,,,,,,,,,,,,,,,,,,
PSPOTG10CSWSB,OTG 10-Club Set With a Stand Bag,/shop/products/otg-10-club-set-with-a-stand-bag,https://playsummit.sitecoresandbox.cloud/api/public/content/04583cd2f7324344993ff0493a046f56?v=9011b288,"Complete set of 10 extendable lengths (+1 Inch) golf clubs with stand bag, ideal for beginners and casual players with a height of 167-186 cm, wood is titanium/steel, irons are 17-4 stainless steel with 100 Percent graphite shafts.","The complete golf club set is the perfect solution for beginners and casual players, with everything you need to start playing right away.

The set is comprised of a lightweight, five compartment stand bag and 10 golf clubs: driver, 3 wood, 5 hybrids (replaces the 5 iron), 6, 7, 8, and 9 irons, pitching wedge, sand wedge, and putter. It is available in five models: standard right hand, standard left hand, extended length, graphite, and extended length graphite. ",PSPOTG10CSWSB,,,,,PSAGG,,299.99,299.99,,,,,,,,,,,https://playsummit.sitecoresandbox.cloud/api/public/content/4ce8ab9c00df40c5a17c6cb99dde5cfb?v=d9b4525c | https://playsummit.sitecoresandbox.cloud/api/public/content/9d44829320f0470db0c38dd019fbd724?v=1aee298e,,,,OTG,,,,,,,,,,,,,,,,,,,,
PSPOTGGBR,OTG Golf Ball Retriever,/shop/products/otg-golf-ball-retriever,https://playsummit.sitecoresandbox.cloud/api/public/content/2e923405602b4446a6c48fe8ebe5996e?v=770d99c5,"Even though golf enthusiasts insist that golf is a relaxing game, they also say how frustrating it is to chase stray golf balls around the course. Some golfers have to reduce their playing time or quit together because of back and neck problems that make bending over too painful. You may be one of these people.","It is especially irritating when the ball gets stuck in a water hole or sand trap. It is also difficult to see golf balls that are in the water. You can waste a lot of time trying to chase the golf balls by hand. Not every person has the luxury of hiring a personal caddy to chase their runaway golf balls.
Quality golf balls are not cheap; plus, a lot of people go through the extra expensive of having them monogrammed for easy identification on the course. Losing golf balls on the course is like throwing money away. Since some golf courses may charge by the hour, you can also waste valuable time searching for a lost golf ball. If you are tired of bending over and wearing your back out, it is high time to pick this item!
",PSPOTGGBR,,,,,PSAGA,,20,20,,,,,,,,,,,,,,,OTG,,,,,,,,,,,,,,,,,,,,
PSPOBITPRK,Outrace Bike Inner Tire Patch Repair Kit,/shop/products/outrace-bike-inner-tire-patch-repair-kit,https://playsummit.sitecoresandbox.cloud/api/public/content/56fc08e980734b81aec2ce1241676586?v=9d3bcfec,"Repair puncture-related flats in tubes easily on bicycles, with our tube patch kit. The kit contains everything you need to patch a tube puncture.","When you get a flat tyre, it can be an extremely frustrating situation. A puncture in your tube can leave you stranded and force you to waste valuable time fixing the problem so that you can continue with your ride. Our patch kit is small enough to fit into a jersey pocket, or even a saddle bag, so that it's always available when you need it most.",PSPOBITPRK,,,,,PSACEM,,35,35,,,,,,,,,,,,,,,Outrace,,,,,,,,,,,,,,,,,,,,
PSPOBLS,Outrace Bike Light Set,/shop/products/outrace-bike-light-set,https://playsummit.sitecoresandbox.cloud/api/public/content/34622b25a9d44d08b98948a074165107?v=d82e1833,Super Bright USB Waterproof  Rechargeable Bicycle Lights.,"The USB rechargeable bicycle lights are one of the most popular and convenient ways to illuminate your path in low visibility conditions. These bike lights provide you with safety while riding at night or in the dark. The LED light is extremely bright, so it can be used for other nighttime activities like walking, running, jogging and camping etc.",PSPOBLS,,,,,PSACES,,25.99,25.99,,,,,,,,,,,https://playsummit.sitecoresandbox.cloud/api/public/content/c5b7b83fb8c3457f88dacc0828983d15?v=9197ed7a | https://playsummit.sitecoresandbox.cloud/api/public/content/ff47374b9209488da6454dc22e61c322?v=f184755f,,,,Outrace,,,,,,,,,,,,,,,,,,,,
PSPOYFM,Outrace Yoga and Fitness Mat,/shop/products/outrace-yoga-and-fitness-mat,https://playsummit.sitecoresandbox.cloud/api/public/content/22a6e23981d94ec48eabc62097937722?v=83753479,"The 0.6CM thick professional yoga mat with high-density, great supporting, and quick spring-back is suitable for various yoga movements. 6mm mat offers the most comfortable experience of excellent cushioning for all level Yogis.","Thanks to its thickness of 0.6 cm, it is particularly gentle for the joints. It offers maximum comfort for the knees, elbows, and hips. As safe support, it is perfect for most yoga styles as well as aerobics, Pilates, gymnastics, back, abdominal, gymnastics for pregnancy, exercise, bodybuilding, and gymnastics for children. It is also ideal for ballet schools and clinics.

The yoga mat is non-toxic, PVC-free, metal-free, non-irritating, and heavy metals. The material is thermoplastic elastomer- TPE. This material is environmental and user-friendly, hypoallergenic, and skin-friendly. And there is still a natural oxidation benefit, can be recycled, avoid pollution, good elasticity, strong resistance. Do not worry about using our yoga mats.
",PSPOYFM,,,,,PSAYAM|PSAFA,,25,25,,,,,,,,,,,,,,,Outrace,,,,,,,,,,,,,,,,,,,,
PSPOUS,OverUnder Smartwatch,/shop/products/overunder-smartwatch,https://playsummit.sitecoresandbox.cloud/api/public/content/981b452c150240189b7c4a526cb65f1d?v=ce214592,"Designed for the peak experiences that sport makes you feel, for the adventures that stay with you forever.

OverUnder smartwatch's flagship range with features for the most demanding outdoor sports and adventures. Tough and durable GPS sports watches with ultimate battery life and barometer. Comes in two sizes to fit every taste and wrist size. Made in Finland.","Tough and durable
Tested to the extreme, waterproof 100 m. The highest grade of materials: sapphire glass and grade 5 titanium in selected models.

Built to last
Battery life 25 hours with best GPS, up to 170 hours in Tour mode.

Passionate about sports
Sport expertise and support for over 80 sports (running, cycling, swimming, hiking, and many more).

Designed for adventure
Barometric altitude, route navigation on the watch, and sport-specific heatmaps on OverUnder app.

 

",PSPOUS,,,,,PSEWA|PSARE|PSAFE|PSACE,,100,100,,,,,,,,,,,,,,,OverUnder,,,,,,,,,,,,,,,,,,,,
